review,sentiment
"This movie lacks in everything. Except Bobby deol, who in his own standards is mediocre, no one in this movie has come close to act in a single scene. Kangana is complete fake in her acting.<br /><br />The great Anupam Kher has a guest appearance and is better in those 2 minutes than bobby in the whole movie. The music does'nt compliment the movie<br /><br />that well. The contrast in Music between Bobby and Upen is not highlighted that well. Great concept gone completely wrong. The movie does'nt have a proper ending. Please don't waste your time as i did on this movie",negative
"This is the second Baby Burlesk short to be released, and probably the most popular one, is a spoof of the 1926 silent film What Price Glory.<br /><br />I watched this and I do not understand the kiddie-porn that is being claimed. It is just a cute little film. I have seen family shows that I grew up watching in the '80's and '90's that had little girls dressed more provocatively acting in a 'mature manner'. It was more provocative because they WEREN'T dressed in diapers. There's nothing provocative about a diaper unless you have one of those fetishes. (just a joke) I read that description of the movie and where it states only a pedophile would enjoy watching this. That is sick. To me, if you watch this and are bothered by it, then maybe you need to look into your own psyche and try to figure out why it bothers you. It is an innocent film that was made as a parody of another film. All of the B.B. films were parodies, nothing more. The parodies/spoofs of today are graphic in nature and have true almost pornographic scenes and quite vile language. Shouldn't those be more appalling? I can watch those without issue, but they sometimes take children's stories and turn them into filth on those parodies. That is what should get under your skin. Not that they babified (not a word, I know) an adult movie from 1926, because we know how PORNOGRAPHIC those silent films were, huh? Not to mention those 'Forbidden Hollywood Pre-Code era films' so vile and filthy. They would NEVER make such filth today? (note the sarcasm)",positive
"Darr is a great movie! Shahrukh plays an obsessed lover who will do almost anything to win over his lady which in this case is Juhi Chawla. Little does Juhi know in the film that Shahrukh has a MAJOR crush on her and is constantly stalking her. I have to admit, some of the things he did in this movie were pretty creepy... like the threatening phone calls. Never in my life will I forget the line, ""I love you K..k..k..Kiran!""<br /><br />It's just too bad that Shahrukh and Juhi weren't exactly ""together"" in the film. But Juhi and Sunny do make a fairly good couple in the movie. Though Shahrukh's role was pretty psychotic, I still think he did a great job of playing it and can't possibly imagine anyone else doing that role. No wonder he got an award for Darr in 94'!<br /><br />Juhi... what can I say??? She looks especially amazing in this film! It's not that she doesn't always look amazing in her other films, but Darr did give the public a wonderful image of her!<br /><br />As for the music... it was excellent! Especially ""Jaadu Teri Nazar,"" one of my all time favorite songs. I also thought ""Tu Mere Samne"" was quite nice also.<br /><br />A must see for everyone! Overall Darr deserves a 9/10!",positive
"This movie isn't about football at all. It's about Jesus/GOD!! It's the same kind of sappy sanctimonious religious drivel you get from those arch idiots who wrestle for Jesus, or pump iron for Jesus. Yeah, Jesus was totally buffed, liked contact sports, and definitely owned a full set of dumb bells. DUHHH! This movie should have been entitled ""Hiking for Jesus,"" or something along those lines just to let the general public know that the real intent of this movie is to convert people to Christianity, and to pander to those whose brains have already been thoroughly washed in the blood of the lamb. That the title is derived from the Bible is made clear when the head coach is reading his Bible and asking Jesus for help. The recent sports movie ""Invincible"" was 100 times more inspiring than this was, and Jesus wasn't even a factor. It was just the desire and determination of an individual with a dream.<br /><br />Any broad appeal as an inspirational sports movie is ultimately lost amidst all of the blatant Bible thumping and sanctimonious religious propaganda. One gets the impression that the sole message is the only way you can succeed and make positive gain is if you accept Jesus as your personal savior. But this is simply not true, and is therefore a lie being perpetuated by those who believe that it is true and want everyone else to believe it. The image of the winning athlete thanking Jesus when he wins comes directly to mind. What does he do when he loses? Does he curse Jesus? Of course not! When he loses Jesus isn't responsible. Jesus is only responsible when he wins. And the logic goes round and round and round, and it ends up exactly where the true believer needs it to be, every time!! I had to hit pause when the scene with the coach receiving a brand new truck came on so I could stop rolling on the floor laughing my ass off and catch my breath. Materialism is not what Jesus taught. I find it odd that most so called ""Christians"" seem to either forget or ignore this message from their ""savior,"" especially when I see a Jesus fish on the back of a huge gas guzzling SUV that passes me like I'm standing still.<br /><br />Another message this movie implies is that Jesus apparently cares more about the win loss record of a mediocre high school football team that he does about the millions of starving children in the world. The final scene where the insecure and unsure kicker boots a 51 yard field goal and it is hyped up as an unbelievably incredible miracle puts the final gag me with a spoon religious red flag on this turkey. I only gave it three stars because the guy who played the black coach could actually act.",negative
"The above seemed a much more appropriate title when me and my suicidal underlings decided to watch this masterpiece of modern bullshit <br /><br />Erotic,Scary, Suspenseful, Well thought out, these are all the things this film fails to be.<br /><br />It is however incredibly funny, the slow sound effects and bad dubbing add to this to make one of the greatest comedies I have seen in recent years. And yet this film doesn't even try to be funny and that is one of the movies grand achievements, it becomes a comedy without even attempting to amuse.<br /><br />Throughout the film an old guy who looks amazingly like Santa Claus goes around ploughing over zombies and smashing vampires into the ground. This made me fail to believe the films title, if this was vampires vs zombies why were the vampires and zombies not fighting? Oh well whatever, besides there were more flaws to this rental than the title. Such as this one; there has been a virus sweeping through America creating zombie like beings who go around acting a lot like your average tourist. And yet there's only four zombies in the entire film. Another problem is besides one shop everywhere is deserted. Surely you'd see zombies roaming about in the woods or in the background a bit. In fact I believe they just drove around in a circle of forest over and over again since they didn't have a high enough budget to film in a wider location, that or the director didn't want to waste his precious time filming in different areas of wood he was to busy sitting in a trailer jerking off to be bothered with such trivial matters.<br /><br />In fact the director had so much fun doing this that he didn't have enough time to hire a big enough cast or even an editor. And so he told the eight members of the cast to dress up as different people and try not to act inconspicuous, whilst I assume he changed his name and began randomly snipping at the film reels ""editing isn't a hard job anyway right?"" The only reason this ""movie"" found it's way into our bag was because somehow we got it confused with Freddy vs Jason, strange how these things happen isn't it. And the only way we made it though the night was by strapping gas masks on and bolting them to our skulls to avoid the stink of this nauseating mess.<br /><br />Oh yes we did laugh at the end, but I'm sure one does that a lot when he has lost his sanity...................",negative
"Jack, Sawyer and Sayid swim to the boat and find a completely wasted Desmond. His traumatic past experience before sailing to the island is disclosed through flashbacks. Sayid plots a plan with Jack to surprise ""The Others"" in case Michael is double-crossing the group. John Locke convinces Desmond to invade the hatch, which is protected by Mr. Eko, and not press the button of the computer to see what will happen.<br /><br />This episode is one of the best of the Second Season. Unfortunately, we lovers of ""Lost"" can see the lack of respect the producers of this stunning series have with the fans. In the USA, the air date of this episode was 24 May 2006. Therefore, along this period, fans have to wait for the Third Season in a very suspenseful situation, with Jack and his group surrounded by ""The Others"" and finding the truth about Michael and the death of Ana Lucia and Libby; John locked inside the hatch without the intention of pushing the button and Mr. Eko in despair outside the hatch. I hope the fate of ""Lost"" be better than ""Angel"" and its very disappointing conclusion (or lack of conclusion) after five seasons. My vote is ten.<br /><br />Title (Brazil): Not Available",positive
"Directed by Diane Keaton and adapted from a book by Franz Lidz. A young mother Selma Lidz(Andie MacDowell)is battling a very serious illness and her self proclaimed inventor husband Sid(John Tururro)is a little lacking in the emotions department. Unhappy with the new home situation, their sensitive son Steven(Nathan Watt)decides he wants to stay with his two eccentric uncles Danny(Michael Richards)and Melvin(Lou Cutell)until his mom is well. Steven seems to be happier and even takes interest in his strange uncle's living habits; he even decides he wants to change his name to Franz. Set in the early 60's, this drama is a bit comedic...change that to zany. Not being a MacDowell fan, UNSTRUNG HEROES assures my attitude; albeit I enjoyed the film and it is not a total waste.",negative
"Before Stan Laurel became the smaller half of the all-time greatest comedy team, he laboured under contract to Broncho Billy Anderson in a series of cheapies, many of which were parodies of major Hollywood features. Most of Laurel's 'parody' films are only mildly funny, and even less funny for modern audiences who haven't seen the original movie which Laurel is parodying. Fortunately, 'Mud and Sand' lampoons a movie which is still well known: 'Blood and Sand', starring Rudolph Valentino. 'Blood and Sand' was released only nine weeks before this parody, giving you some idea of how quickly Broncho Billy's movies were ground out, edited and distributed.<br /><br />Various sources (including IMDb) state that Stan Laurel's character in this film is named Rhubarb Vaselino, with a final 'o'. I've screened a print of 'Mud and Sand' with the original titles (in Hobo type font), so I report that Laurel's role is actually cried Rhubarb Vaseline, with an 'e'. But I agree that 'Vaselino' is funnier. Laurel copies the elaborate sideburns which Valentino wore in 'Blood and Sand' (he should've made them longer!), and there's a parody of Valentino's dressing scene from that movie, which made female movie-goers swoon in 1922. A señorita named Carmen in the original film is parodied here as Caramel (a girl I'd like to sink my teeth into).<br /><br />This movie (like the original) apparently takes place in Spain, yet there's a Prohibition gag. Laurel uses a distinctive hat-tipping gesture here which could have become a trademark for him (like Hardy's distinctive necktie twiddle), but I've never spotted it in any other Laurel film. There's some amusing dialogue: Rhubarb Vaseline tells the other matadors to 'Save a bull for me.' When Vaseline becomes a successful toreador, a lackey tells him 'The bull is without, sir' ... which is funny, but I was disappointed that Laurel didn't reply 'Without WHAT?'.<br /><br />There's one funny moment here which almost certainly wasn't planned, when Vaseline shows up for the bullfighter auditions. Laurel swaggers into the bullring, and -- before you can say 'corrida querida' -- he tosses a bull over the fence, where it lands with a thump near the other auditioners. The bull is obviously a fake, but the gag is funny anyway ... and, aye, there's a title card with a joke about 'throwing the bull'. The serendipitous moment occurs when Laurel repeats the gag, and Vaseline slings a second bull over the fence. This one lands on its butt, and balances upright for just an instant before toppling. VERY funny! If somebody planned that gag in this quickie comedy, I salute the unknown gagsmith ... and the tech man who rigged the bull to land in that position. More likely it happened by luck, and the director and editor were smart enough to keep it in.<br /><br />During the silent era, whenever Hollywood made a big-budget feature film which was set anyplace where the people don't speak English, it was a common cinematic device to show a piece of text or an inscription in the local lingo, then dissolve to a shot of the same text in English. I was surprised that this low-budget comedy spent the money to copy that device here: we see a notice-board outside the corrida with a message in Spanish, then it dissolves to the same text in English. Unfortunately, the photography in this cheapo movie is so dark that the effect is wasted.<br /><br />The actresses in this movie are attractive ... including Broncho Billy's wife Leona Anderson and Stan Laurel's common-law wife Mae Dahlberg; the latter briefly does a pretty dance. (Mae had danced in Stan's vaudeville act.) I was surprised to spot Charlie Chaplin's half-brother Wheeler Dryden in a brief role, since Chaplin had nothing to do with this movie. In 'Mud and Sand', Laurel gives a funny performance that's quite unlike his later familiar Stanley character ... but this film is much less funny than his brilliant work with Oliver Hardy. My rating: just 3 out of 10. TRIVIA NOTE: Twenty-three years later, in Stan Laurel's very last American film -- 'The Bullfighters' (1945) -- he again played a Spanish bullfighter (with his Spanish voice post-dubbed). Coincidentally, that film used stock footage from 'Blood and Sand': not Valentino's movie, but the Tyrone Power remake. 'Mud and Sand' is funnier than 'The Bullfighters', but not much.",negative
"Like in a circle the movie leads back to its point of departure, the image of the cranes that are crossing a Muscovite sky. They represent the freedom to realize your life as you wish, in order to aspire the greatest possible fulfilment.<br /><br />In the beginning Veronica and Boris experience such a promise of happiness, and their eyes follow the path of the cranes in exhilaration. It seems as if they might be able to live according to their dreams.<br /><br />But Man is not a bird. Life draws up its own rules, from which no human can escape and which we cannot change - not even by making a supreme effort. War breaks out, and without much hesitation Boris signs up for the front in order to fulfil his patriotic duty. He cannot even say good-bye to Veronica, for she arrives late at the assembly point from which the soldiers are sent away. Surrounded by a jubilant crowd all her attempts to attract Boris' attention must inevitably fail.<br /><br />Boris eventually gets killed in war, without Veronica learning about it for the moment. His brother Mark, a vigorous musician, who obtained the exemption from military service by corruption, is eager to take his place. Veronica initially resists, but in a frightful night of bombing she finally falls victim to his charms. A marriage takes place, which is never accepted by the family.<br /><br />Soon feelings of guilt seize hold of Veronica and she realizes that Boris' return is the one and only thing she actually longs for. She therefore eases her bad conscience and despair by the self-sacrificing work in a field hospital.<br /><br />When war finally is over, once again a crowd of enthusiastic people gathers in order to cheer the victorious soldiers. Again Veronica is among them, forcing her way through a wall of bodies. In her hand she is carrying a bunch of flowers, until she finally has to give it away to complete strangers, for one of the homecomers has just dashed her hopes by confirming the sad certainty of Boris' death.<br /><br />Once again the cranes invade the sky, drawing their wayward lines. But now Veronica is watching them on her own, and the look in her eyes is a different one. She has had to accept the impossibility to live according to preconceived plans, to follow the guidelines of your dreams. For all humans are nothing but helpless puppets hanging on the inscrutable strings of fate.<br /><br />",positive
"It's funny... one day before i have seen this movie i had been watching a documentary about Leni Riefenstahl, so comparison kind of came automatically... of course there isn't any :)<br /><br /> This movie is weak in every aspect... acting is not convincing (especially the one who plays Simona...) and unnatural..., editing in confused and always leaves a taste of unfinished shot, music doesn't fit, the story doesn't flow, it gets boring and the movie comes out much longer as it is... oh, and the characters aren't very well shown, you actually can't tell much about the girls (except what you see)... The movie also tries to shock with explicit cursing (which is very laughable :)<br /><br />So... 2/10",negative
"Excellent performance. There still are good actors around! Also great directing and photography. Very true to Shakespear, and a 'must' for all Shakespear fans. Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting. Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil. If you love death and decay, and Shakespears lyrics... this is the one.",positive
"It was a Sunday night and I was waiting for the advertised movie on TV. They said it was a comedy! The movie started, 10 minutes passed, after that 30 minutes and I didn't laugh not even once. The fact is that the movie ended and I didn't get even on echance to laugh. PLEASE, someone tickle me, I lost 90 minutes for nothing.",negative
"This third Darkman was definitely better than the second one, but still far worse than the original movie. What made this one better than D2 was the fact that The Bad Guy had been changed and Durant was not brought back again. Furthermore there was actually some hint of character development when it came to the bad guy's family and Darkman himself. This made my heart soften and I gave this flick as much as 4/10, i.e. **/*****.",negative
excellent drama. very dark. i have never seen california photographed in such a way. bridget fonda as the deaf wife beaten by her husband is superb. the film gripped me from start to finish. very understated performance by sutherland. the direction was very european. amazing to get such a performance from fonda.,positive
"This BBC series is excellent. I am no Paleontologist, but this series gives the best historical representation of dinosaurs I have ever seen. The 3D animation and animatronics are very good and make you believe you have travelled back in time. The BBC deserves a pat on the back for such a fine series as well as Tim Haines who must have spent a great deal of time getting this series to air.",positive
"Even if it were remotely funny, this mouldy waxwork of a film would still be soberingly disrespectful. Stopping just short of digging up the boys' corpses and re-enacting 'Weekend At Bernie's'  but only just  producer Larry Harmon and the director of the frickin' 'Ernest' films use holding the copyright as an excuse to crap all over Stan and Ollie's legacy. Gailard Sartain does a fair Ollie impersonation but Bronson Pinchot wouldn't reach tenth place in a Stan lookalike contest; even if they were both spot on the film would be no less detestable. The less said about the surrounding catastrophe the better. Makes 'Utopia' look like a dignified swan song.",negative
"Gender Bender sexes things up a bit for the x-files. This episode has an interesting premise, a good story, but an ending that is wanting. Gender Bender is also the x-files debut for actor Nicholas Lea, better known as Alex Krycek. In this episode he plays Michael, a man attacked by one of ""The Kindred"". You need to see this episode just to see Nic Lea's less than spectacular beginning. An interesting thing about the Kindred's ""power of seduction"". When Marty does it to his victims, they become turned onto him/her. However, when Andrew seduces Scully, she only because disoriented and groggy, and does not become attracted to Andrew. Maybe it's because Marty has more experience at it than Andrew. This episode reminds me of why it would sometimes be miserable to film up in British Columbia. Throughout the episode it is so wet, soggy, and muddy, it could not have been that much fun. Despite the disappointing ending, Gender Bender is still a decent episode to view.",positive
"This takes place in 1920s Harlem. A black owned nightclub has to deal with gangsters and corrupt policemen.<br /><br />Terrible vanity project for Eddie Murphy. It tries to mix comedy and drama and fails at both. The comedy simply isn't funny and the drama is boring and badly acted. You think a film with three comedy legends--Eddie Murphy, Redd Foxx and Richard Pryor--would be great but it isn't. There's nonstop swearing and the OPENING scene has a young boy shooting a man to death (this is shown as being OK). Also we have the beautiful Della Reese degraded into playing a madam. One of the ""comedic"" highlights has a long, unfunny and terribly vicious fight between her and Murphy. A boring, offensive and stupid mess. Not the worst Murphy movie but pretty close. A 1 all the way.",negative
"After searching for 6 months, I finally found this DVD. All I can say is it was damn well worth the wait! ""Rush in Rio"" may very well be the greatest rock DVD in existence. I'm not joking. It's incredible! All the fuss about the sound being crappy is true, however it doesn't make the concert unwatchable. I find it makes you feel like you're actually in Rio watching the concert from the audience. That's one of the reasons I love this DVD. It makes you feel like you're actually there. Also, Geddy, Alex and Neil have never been in better form! Geddy's vocals are flawless, Alex's guitar playing is still incredible, and Neil - absolutely no words to say. The camera work on this concert was very good I must say. They gave us a good look at everything that was going on on-stage, and in the audience. Kudos to the cameramen! Anyways, enough of my raving! Go watch ""Rush in Rio"" for yourself. You will be amazed. I guarantee it.<br /><br />10/10",positive
"I don't know how expensive was the creation of this movie but the effects were awful. Half of the movie was filmed on stage in front of a movie canvas (that's sure that blue box wouldn't look so artificial). When they traveled on a boat, the background canvas was moved imitating the movement of waves but the characters weren't moving. The CGI effects: terrible (I am not sure but I guess the effect were created with Paint and made a GIF sequence of them - next time the creators should hire a professional CGI maker team). It looks like the CGI creator would have drawn on the picture strip with shaky hands. Awful, that's sure. When I first saw the trailer, I thought it was created in 1983. One of my friend told me the correct date: 2005. My jaw dropped, I was so shocked, I thought he was kidding. People, I recommend you to skip this movie, the story is also twisted, you won't enjoy it.",negative
"Your ability to enjoy The Ashes of Time may depend on our expectations before stepping into the theater. Even its most strident supporters seem to agree that audiences can be split right up the middle in their appreciation of this unique film.<br /><br />Unlike most HK actioners, the battle scenes are curiously kept at a distance. When they do happen, they're rendered in a jerky style in which it's difficult to make out exactly what's occurring on screen. The dramatic scenes can be extravagantly beautiful, with the of Maggie Cheung, Brigitte Lin, and a roll-call of HK's top acting talent chewing up the scenery. As with some of Wong Kar-wai's early work, the dialog could be more precise. <br /><br />In short, The Ashes of Time requires a forgiving attitude. Released around the same time as Wong Kar-wai's spectacularly successful Chungking Express, it's clear that the director isn't as confident working with the elements of the martial arts film. Anyone looking for tense action is likely to be disappointed. But those intrigued by the director's aesthetic will likely find this a unique experience at the very least.",negative
"Both Disney and Bill Paxton did a fine job in conveying a story that is based in fact. You do not have to like the game of golf to appreciate the story of one man's struggle to overcome the odds. It could have been based on any sport or simply on any other situation which involves competition, though this one just happens to be related to Golf. The only problem I have with the story is that I would have liked to see a bit deeper into each of the main characters, esp. Mr. Ouimet. Mr. Francis Ouimet is a typical young man of his times, turn of the century America, where ""class lines"" are well delineated and woe be it to anyone who deigns to try to rise above his ""class"" standing. I did a bit of historical research and my biggest question was indeed answered, to my satisfaction. Although the circumstances are a bit different than those portrayed in the film, I came away with a feeling of content. I thoroughly enjoyed this movie, I believe you will too.",positive
"I've watched this film a few times and I never really liked it. I'm not a fan so termed ""nu horror"", so I can't be dismissed on that account. I found it a little sleazy, I think the thing that irks me about Hammers is the sexploitation aspect, not sex mind you, but Sexploitation. I'm surprised at how many people have rated this film so highly, so I'll have another look at it. But for me, it wasn't creepy, it had no atmosphere, just a bit of ""omigod, look at those bad/stupid London prostitute women and that little innocent Anna about to get raped by yet another nasty man, ooherh!"" I suppose ultimately for me, the film had no depth whatsoever, just a bunch of nasty priggish men and women only there for the titillation value. This no doubt was to some degree what Victorian England was like, but the sets are even too clunky and dull impart a sense of Victorian menace. Roger Corman's horrors on the other hand, now that's style, atmosphere and elegant horror. For me, this was just exploitative, flat footed trash.",negative
"You know that mouthwash commercial where the guy has a mouth full of Listerine or whatever it is and he's trying really hard to keep from spitting it up into the sink? That's a great metaphor for this movie. I kept watching, even though it was really difficult. But keeping mouthwash in your mouth will leave you with a minty fresh feeling. This movie left me with a bad taste in my mouth. I should have spit it out when I had the chance.<br /><br />The premise is corny enough to be fun. For the first time in like a thousand years, Gargoyles have returned to Romania, and all of the priests who knew how to fight and kill these things are long dead. It's up to Michael Pare and some other secret agents to get to the bottom of things before the Gargoyles run amok. Unfortunately, the premise is completely lost in bad dialog and less than enthusiastic acting on the part of the human leads. The best acting is done by the CG Gargoyles.<br /><br />In the end, this movie feels like a poor man's Van Helsing. If you check your brain at the door, this might get you through a dreary Monday night. I gave it 3 out of 10 stars.",negative
"This is superb - the acting wonderful, sets, clothes, music - but most of all the story itself.<br /><br />I am amazed there aren't more reviews of this movie - certainly one of the best of the 1980s.<br /><br />It's also a wonderful movie to see in tandem with the great ""Random Harvest"" which has much the same opening crisis <br /><br />-- a middle aged, unknown English W.W.I officer is in a hospital toward the close of the war, suffering from shell shock and complete amnesia without any idea of his name, origin, or anywhere he belongs - he proves to be a very wealthy established man - when he ""recovers"", he will not remember the years before the war -- <br /><br />But there the movies' resemblances end.<br /><br />My warmest thanks to all who participated in the movie - particularly the actors Ian Holm, Alan Bates, Ann Margret (what a great and surprising casting choice), Glenda Jackson, Julie Christie.<br /><br />This one stays with you forever.",positive
"It's too bad these guys, the so-called judges, are such jerks, even the nominally ""sensitive"" ones. It's the self-congratulatory tone that really makes me sick though; these guys don't have any perspective on their behaviour. I think the real problem, though, is the quality of the contestants. Not a single smooth or truly charming one in the lot. They pick the most pathetic girls out of the crowd because they're the only ones these guys have a chance with. Let's see some real players trying for a truly unattainable girl, and maybe you have a show. Otherwise, you have a revolting half-hour of self-love. And real sexual tension takes two.",negative
"This was a fantastic movie about two people, one a young teenage girl, and the other, a middle aged man, who are each looking for someone to help them fulfill a certain emptiness left by former loved ones.<br /><br />Both actors give brilliant performances that various audiences can relate to. The script, although written by Gorman Bechard, seems as though it was written from a woman's point of view. And at the same time, men can relate to the male characters because of how well they were developed and described in the movie.<br /><br />The end of the movie has an unusual but powerful and unexpected twist that leaves you speechless. I would recommend this film to anyone who has ever felt lonely or abandoned by a loved one. It is clear in this film that you are not alone.",positive
"In this unlikely love triangle, set in 19th century Italy, `The Beauty and the Beast' is being turned upside down and inside out and then some: Giorgio, an army officer and the very image of male beauty, is being transferred away form his (married) lover Clara and sent to a small garrison somewhere in Piemont. There - initially much to his horror  Fosca, the grotesquely ugly cousin of his commander, develops an obsessive love for him. He suffers her passionate and demanding displays of affection out of pity and concern for her health (she is gravely ill), but becomes more and more fascinated by her  until the dramatic finale<br /><br />Do not miss this most unusual love story, as twisted as it may sound. Valeria d'Obici, who deservedly won a price for her portrayal of Fosca, is as alarming as she is touching. Buy the video, read the book, go see the musical!",positive
"The superb star quality of Gerard Philipe, who died way too young, leaps from the screen in this witty, funny, sly swashbuckling comedy with plenty of sword fencing and knockabout antics. Charmingly loopy in its' storytelling, impossible to resist. A sweet romantic comedy with a very young Gina Lollobrigida as the love interest. A movie one will remember with great affection.",positive
"What could've been a great film about the late poker pro (pre-poker craze) Stu ""The Kid"" Unger turned into a disappointment.<br /><br />You can tell the filmmakers were working on a short-string budget. Everything look filmed on the cheap. Timelines seemed a bit off to me.<br /><br />Casting Michael Imperoli from the Sopranos was also a bad casting choice. He looked too old to play the baby-faced Stu, he looked way too healthy for a coke addict (if you look at footage from the 1997 WSOP main event, the real Stu was so skinny and he practically had no nose from too much cocaine so he wore those sunglasses to hide them), and I kept expecting Adriana to pop up and yell ""Chris-tu-phur!!!"" <br /><br />Also they skipped over the fact that he had a son from Angie's previous relationship that committed suicide in the late '80s.<br /><br />Every time I saw Vincent Van Patten appear, I kept thinking he was going to announce ""Show tunes going off in Stu's head."" like he does on the WPT.<br /><br />If you're looking for real Stuey footage, check ESPN Classic because they rerun the 1997 WSOP Main Event every so often. Or try YouTube. Avoid this move like a bad beat.",negative
"I watched this film in shire joy.<br /><br />This is possibly one of the best films of all time. It has a timeless value, you can get so much out of it it's amazing. There are parts that are moving, funny, and just great.<br /><br />All aspect are spot on, the portrayal of the story is perfect, every detail is 100% genuine, even small Irish subtleties have been covered.<br /><br />The use of low and high shots gives two great views on Cristy (look out for that).<br /><br />Daniel Day-Lewis's performance is incredible. I've never seen an actor do that, ever. It really is amazing.<br /><br />And it's so great to watch, it flows so well, it's probably the closest thing yo can get to real life experience. I love it.<br /><br />If you haven't seen it, you should see it. Don't have any doubts on it, there is something there for all.",positive
"""Most of us at least inhabit two worlds , the real world where we are at the mercy of circumstances and the world within ,the unconscious ,a safe place where we can escape ..."" With those words ,Mr .Gone introduces inside the world of ""The Maxx"" a fascinating world where the fantasy and the reality are combined . Inspired in the comic books of Sam Kieth, ""The Maxx "" is very faithful to the material in what it was inspired , not only in the story but also in the graphic style ,that look like the pages of the comic ,giving this show a surreal and unique appearance . But also ,the story it's interesting and entertaining .At moments it could turn too weird ,but when you got inside it ,it's hard to get out of it . The story and the characters are wonderfully developed . The music goes perfectly with the style of the show and give it the proper atmosphere . Unfortunately , like many good animated shows ,this one was short -lived . ""The Maxx"" is a must see . It 's one of my all -time favorites .",positive
"I think a great many viewers missed entirely the fact that this is obviously a parody of western films.<br /><br />This is not a bad movie - it is a clever tongue in cheek take on westerns. I don't believe this film was taking itself seriously for a moment.<br /><br />What makes this film even more unique is the fact it is centered around 4 strong, beautiful women, two of which are black, one Asian, and a Mexican/Hispanic character.<br /><br />These aren't your usual western women--they're tough--they can draw fast and shoot straight.<br /><br />They're so tough even the bartender is shaking when he pours their whiskey.<br /><br />The plot which moves this story along is typical of westerns--in the vein of ""you shot my brother--so I'm gonna get you!"" Only in this western, a woman's sister has been shot and she's out for vengeance on the gang who did it.<br /><br />So she goes and rounds up her old cronies from her bank robbing days.<br /><br />One of them, Maria, is not really all that interested in avenging Rachel's sister, but she is motived by the fact there's gold and jewelry hidden in the town where they're headed.<br /><br />There are a couple of scenes that don't quite make sense, not that they interfere that much, they can be ignored, but I wondered why they were there. So the film could use a little tightening, but over all, this is a well made film that has failed to find an audience that recognized what it is.<br /><br />My only disappointment was that the only lesbian in the film is a villain--of the ""heroines"", one is obviously straight, the others sexual orientations are never disclosed.<br /><br />7 Stars",positive
"I went to see Random Hearts with 3 friends, and at first, I thought maybe it was just me who wasn't enjoying the movie. After all, I didn't like As Good As it Gets and that movie won all sorts of awards. Well, it wasn't just me...none of my friends liked it either. It was unbelievable slow, much like getting teeth pulled. The only action that is in the movie is what is in previews. We didn't walk out of the theatre because we all assumed something more would happen. We weren't as smart as the 7 or 8 people who did walk out. I have never walked out on a movie in my life, but I definitely should have. This is all tough for me to write, considering I am relatively easy to please when it comes to movies. It takes a lot for me to think a movie is awesome, but not much for me to just like it. This movie didn't even come close in the like category. Not only was the movie about 2 hours too long, but it was like two separate trite stories in one, but they weren't smoothly sewn together. Plus, the ""soundtrack"" if you could even call it that was so annoying. Like Seinfeld has the same riff that is played over and over again (difference being that i like Seinfeld)..this movie had this jazz riff that it kept playing, which sounded highly inappropriate at times, especially when people were dealing with the deaths of the plane crash. Hard to explain what I mean, but trust me it was awful. I cannot say enough to make people not waste their money. After I left the theatre, I honestly wanted to write to the movie company and demand my $7 back..sheeesh, I could have gone bowling or something for that money.",negative
"Another brilliant portrayal by Kiefer Sutherland who plays Mickey Hayden, a cop dealing with psychic visions of murdered victims. I absolutely love movies dealing with the psychic realm, and I wasn't disappointed with ""Eye of the Killer"" (AKA After Alice). I only wish the movie had been released theatrical first.",positive
"""Ambushed"" is no ordinary action flick. It's much to bad to be ordinary. One man walks toward another with a machine gun blazing. The other man fires one round and fells the man with the greater fire power without so much as a nick from the hail of lead raining down on him. Guess which one is the good guy. Duh. Such is ""Ambushed"" through and through. Not a good action flick, not a good drama, not a good movie, ""Ambushed"" fails on all levels with it's cast of B-movie veterans mechanically going through the motions almost as though they know they're making a real loser. Not recommended for anyone.<br /><br />",negative
"""Journey of Hope"" tells of a poor Turkish family and their odyssey of hope which spirals downward into despair as they travel to Switzerland in search of prosperity. Although this Oscar winning film is fairly well crafted, it is lacking in substance and has many implausibilities. Much of the film's 1.7 hour run time is get on the bus, get off the bus, get on the boat, get off the boat, get in the van, get out of the van, etc.; time which could have been better spent or left out completely. The story has a predictable conclusion, especially for those who have an awareness of the common crime of trafficking in illegal immigrants. A worthwhile and reasonably entertaining watch but over-rated.",positive
"Hey what do you expect form a very low budget movie!?!? Although I haven't seen ""Dahmer"" (2002) I can say that following what the media put out about Jeff this is a pretty accurate depiction. I have studied the Jeffrey Dahmer case and learned all I can about this man. This is a low budget movie but it shows the mentality of a serial killer. If you can get past gore and see what the underlying story of a sick mind. I loved this movie! Just brace yourself for low budget and no blood. Its a story as seen through the eyes of a killer and his actions and thoughts from childhood up through his arrest. My favorite line is : ""If they had bothered to look in the back seat it might have saved a lot of lives"" Enjoy!",positive
